"","date","demand","coal","nuclear","ccgt","wind","pumped","hydro","total_other"
"49",2015 May,29972.5049283154,6807.91487455197,7224.38127240143,8747.42271505376,2805.79771505376,310.064404121864,454.974126344086,3367.89605734767
"50",2015 Jun,29672.2650769454,6124.19691371467,7193.46567984579,9931.66478658537,1956.57870975287,270.471036988644,368.574617289328,3547.32812016067
"51",2015 Jul,29217.2632843873,5971.93327594056,7230.71753719545,9725.57284648636,1990.48414818984,279.518708905517,389.747128815102,3445.94508148449
"52",2015 Aug,28914.8235820751,5316.85985561613,6851.63231402907,9805.71530236472,1976.30108307419,270.535625694679,295.784344832216,4228.5935494018
"53",2015 Sep,30773.7576210826,5892.40698491323,6994.35859799922,11209.8999587218,1765.89779687905,300.590608812484,157.398077732453,4297.47243346931
"54",2015 Oct,33393.0174294082,8548.80791316986,7770.22088984427,10539.9237118005,1897.46700354676,315.813505332634,176.485366478089,3858.19752991021
"55",2015 Nov,34852.380379528,7655.69182346007,7689.18866649532,10599.0839028723,3616.62603681037,335.427997069462,578.715766290022,4032.02504754023
"56",2015 Dec,33614.7515723868,6259.14492322182,8249.08991545586,9425.81323351402,4099.25030071402,324.075883534414,841.568053944637,4294.26161504663
"57",2016 Jan,36737.462823166,6346.07314498719,7600.87579591852,13606.2098553542,3441.85470968906,357.874997392412,685.002099881465,6495.93398705495
"58",2016 Feb,36620.6452934494,7028.86433363362,7492.63234905373,13003.3221309628,3012.24087971045,340.381827472147,662.213525905655,7043.05507258344
"59",2016 Mar,35199.8734143375,5536.25205359484,7099.70437600689,14553.4054347283,2076.91071935921,339.923165424051,491.915652748117,6133.94742063492
"60",2016 Apr,31991.9486764421,2439.54331284682,6924.55415981094,15154.6879621564,2190.59183241386,319.842428861789,345.093233401084,5454.10674603175
"61",2016 May,28606.9201388889,1200.86413530466,6995.73297491039,13074.6757392473,2101.06115591398,285.735215053763,246.707661290323,5308.26624103943
"62",2016 Jun,29064.508314671,1946.74723788142,7477.35633054402,13818.4940089044,1169.14548400892,305.23921596438,132.847355647125,4474.60876067914
"63",2016 Jul,27703.8895609319,1046.24742383513,7982.90479390681,12934.5972222222,1674.18380376344,284.907818100358,278.816532258065,4285.12186379928
"64",2016 Aug,27392.8421818996,689.797379032258,7876.50470430108,12738.9661738351,1909.19444444444,312.61626344086,319.817876344086,4054.47278225806
"65",2016 Sep,29135.1364701452,1380.89959183788,7948.02522547516,13768.7497520345,2401.35206899274,304.77790101508,355.038434026062,3832.48782283677
"66",2016 Oct,32480.6429655607,2537.15619919908,7615.95642049913,16797.3157429915,2419.30316787406,353.946821649145,304.96528005343,2667.96064809288
"67",2016 Nov,37160.2461513983,4309.95975133719,8174.70530436986,17695.0049947907,3101.01294066988,363.944785845929,295.512569490694,3731.50912977424
"68",2016 Dec,36378.7842752921,3995.59503623045,8027.07623101663,16730.3350459565,3492.32469772617,349.283495842157,506.722664356186,5758.27090221613
"69",2017 Jan,39333.6876395355,6364.05071789114,7390.15360395987,17853.2255125433,3410.73849556121,375.464705378703,723.720489301686,4071.01011337108
"70",2017 Feb,36615.118379186,5187.00451786406,8057.0512381782,13984.3175087108,4384.19368613807,343.42233473674,685.752257635778,5602.48314682811
