"","date","demand","coal","nuclear","ccgt","wind","pumped","hydro","total_other"
"1",2011-05-27,34.1381632653061,7.21879591836735,8.28621428571429,15.1064897959184,1.84045918367347,0.230408163265306,0.543867346938776,0.521265306122449
"2",2011-05-28,30.304543554007,6.39438327526132,8.46593379790941,11.2864668989547,2.14126829268293,0.277066202090592,0.503313588850174,0.897595818815331
"3",2011-05-29,29.0537673611111,4.73845486111111,8.75418055555556,11.3855173611111,2.02938194444444,0.242451388888889,0.512392361111111,1.08864583333333
"4",2011-05-30,31.4490696864111,6.86482229965157,8.81551916376307,13.9480905923345,0.532843205574913,0.356585365853659,0.583540069686411,0.203442508710801
"5",2011-05-31,34.3663344947735,8.84949825783972,8.30226480836237,15.2534529616725,0.700177700348432,0.328954703832753,0.483905923344948,0.236850174216028
"6",2011-06-01,34.6796027874564,8.92820905923345,8.21966550522648,14.5527177700348,1.59217073170732,0.284038327526132,0.47393031358885,0.414494773519164
"7",2011-06-02,34.8773473684211,8.70808070175439,8.26802456140351,14.6361052631579,0.69320701754386,0.39439649122807,0.466775438596491,1.3304
"8",2011-06-03,33.8997212543554,8.20115679442509,8.56329616724739,14.6351219512195,0.718317073170732,0.400313588850174,0.430010452961672,0.593170731707317
"9",2011-06-04,30.2852648083624,5.66508362369338,8.80843554006969,12.4657909407666,1.0561149825784,0.251174216027875,0.362885017421603,1.34942857142857
"10",2011-06-05,29.8772264808362,5.86436585365854,8.81404181184669,11.8199930313589,1.0501393728223,0.292313588850174,0.383839721254355,1.31545644599303
"11",2011-06-06,35.2289826388889,9.58501388888889,8.79024305555556,15.0346979166667,0.43528125,0.36503125,0.33946875,0.244888888888889
"12",2011-06-07,35.4523715277778,10.2903020833333,8.75517708333333,14.7363194444444,0.669024305555556,0.248246527777778,0.282631944444444,0.161729166666667
"13",2011-06-08,34.9659791666667,9.37871180555556,8.2273125,15.2061319444444,0.635263888888889,0.326524305555556,0.321722222222222,0.487166666666667
"14",2011-06-09,34.9728645833333,9.45796527777778,8.09116666666667,15.0214791666667,0.828732638888889,0.243697916666667,0.368322916666667,0.588166666666667
"15",2011-06-10,34.749625,10.0831597222222,7.77044791666667,14.9415451388889,0.226784722222222,0.330333333333333,0.359291666666667,0.579340277777778
"16",2011-06-11,30.7564270833333,8.32708333333333,7.84097222222222,12.0328506944444,0.247263888888889,0.274934027777778,0.346072916666667,1.32816666666667
"17",2011-06-12,30.4726770833333,7.00984722222222,8.23111805555556,11.9117048611111,0.809805555555556,0.337006944444444,0.322857638888889,1.51364583333333
"18",2011-06-13,34.55834375,8.26513888888889,8.18796527777778,14.2812986111111,1.48643055555556,0.391451388888889,0.33703125,1.28916666666667
"19",2011-06-14,35.197375,9.58595486111111,8.20972916666667,15.6312638888889,0.544125,0.242486111111111,0.293368055555556,0.3881875
"20",2011-06-15,35.4918090277778,10.7290208333333,8.04460416666667,15.1316284722222,0.535694444444444,0.280440972222222,0.300923611111111,0.227305555555556
"21",2011-06-16,34.8298993055556,10.7353402777778,7.86911805555556,14.7553020833333,0.511677083333333,0.206725694444444,0.238732638888889,0.265861111111111
"22",2011-06-17,34.2036933797909,9.20711846689895,7.86988153310105,14.6051114982578,1.03999651567944,0.264334494773519,0.235912891986063,0.65705574912892
"23",2011-06-18,30.3852777777778,7.08325347222222,7.70094791666667,12.4880173611111,0.801097222222222,0.308930555555556,0.259211805555556,1.37602083333333
"24",2011-06-19,29.6009305555556,6.25274305555556,7.82556944444444,12.3785694444444,0.770579861111111,0.288944444444444,0.274534722222222,1.4726875
"25",2011-06-20,35.0000451388889,9.99207986111111,8.02501736111111,14.7613229166667,0.237600694444444,0.395989583333333,0.270548611111111,0.955791666666667
"26",2011-06-21,36.1732708333333,10.5114618055556,8.07114236111111,14.3446840277778,0.805663194444444,0.288711805555556,0.276993055555556,0.392892361111111
"27",2011-06-22,35.1656354166667,10.1434027777778,8.10754861111111,14.2358923611111,0.821701388888889,0.353986111111111,0.31809375,0.791076388888889
"28",2011-06-23,34.9769860627178,9.99848083623693,8.01373519163763,13.9324843205575,0.634662020905923,0.25083275261324,0.316491289198606,1.45637979094077
"29",2011-06-24,34.0741840277778,9.07095833333333,7.77299652777778,14.5743993055556,0.472267361111111,0.237767361111111,0.278767361111111,1.26623263888889
"30",2011-06-25,30.4322986111111,6.95259722222222,7.57951736111111,12.6014166666667,0.994729166666667,0.269895833333333,0.257246527777778,1.42419444444444
"31",2011-06-26,29.6553368055556,5.80565972222222,7.92809722222222,12.6847777777778,0.92028125,0.268506944444444,0.257194444444444,1.54753472222222
"32",2011-06-27,35.8097714285714,9.65251785714286,8.16436785714286,15.762575,0.491682142857143,0.539592857142857,0.334621428571429,0.62575
"33",2011-06-28,35.3571766784452,9.28709187279152,7.70387279151944,16.4926254416961,0.339575971731449,0.309399293286219,0.254710247349823,0.72717667844523
"34",2011-06-29,34.3662881944444,9.77172222222222,6.80589583333333,15.9174479166667,0.395090277777778,0.23740625,0.242364583333333,0.773208333333333
"35",2011-06-30,34.0712569444444,9.65377777777778,6.75596527777778,15.1369270833333,0.471739583333333,0.259538194444444,0.252961805555556,1.32701388888889
"36",2011-07-01,33.3897222222222,9.61912847222222,6.57451388888889,15.1592256944444,0.123565972222222,0.255795138888889,0.246368055555556,1.17580902777778
"37",2011-07-02,29.7518118466899,6.58414982578397,6.48826480836237,14.1936620209059,0.0614146341463415,0.288675958188153,0.232804878048781,1.68964459930314
